"V1","V2","V3","V4","V5","V6"
0.119323852834895,0.150537653008683,0.340302727848806,0.186439808175878,0.132131924347445,0.0712640337842941
0.143825132901598,0.226914447867775,0.0805288903600721,0.31698339543424,0.134204443539101,0.0975436898972152
0.571739280225525,0.157148463596356,0.0579031093562294,0.0870643710736102,0.08310090803148,0.0430438677167996
0.27476753449794,0.588279984904967,0.048958023429248,0.00646430803451092,0.0102111108226993,0.0713190383106342
0.510178025466848,0.324685263552705,0.127419483161647,0.00740478346359741,0.00633829763857686,0.0239741467166254
0.277988781934404,0.637789329709921,0.0395616898235157,0.0315021413960982,0.00320452043835506,0.00995353669770578
0.224595344184778,0.493926373859537,0.23750416780334,0.0361866367595203,0.00395309831974377,0.00383437907308054
0.224751751117918,0.566796088229182,0.147517674796828,0.0609344858560721,0,0
0.456806484885459,0.46112707935231,0.0657022147835077,0.00959520814205065,0.00556436491703375,0.00120464791963906
0.0807355064369811,0.712466369608925,0.175837881661017,0.0214154673803061,0.00954477491277095,0
0.0982239759916485,0.584359108670741,0.290064342913968,0.0240020716216645,0.00198148691309902,0.00136901388887863
0.315164190353982,0.278222723315856,0.333711229913214,0.0729018564169487,0,0
0.588549716640907,0.297584292174709,0.0758629572385368,0.0380030339458469,0,0
0.173763231520996,0.602503191036732,0.169521408955532,0.0486616985340571,0.0055504699526824,0
0.498791850678752,0.242449603220587,0.211192226642804,0.0194376848168034,0.0163604448049579,0.0117681898360951
0.872350852680038,0.0634683127657837,0.0281498242156612,0.0281115913392108,0.0026398063331022,0.0052796126662044
0.00190176011992991,0.86303866321373,0.119851404415662,0.0142636229501001,0.000944549300577703,0
0.00490419913061925,0.351088883216062,0.596555914701451,0.0474510029518677,0,0
0.208219643362581,0.0898801773752241,0.566415699594301,0.135484479667893,0,0
0.305953421826564,0.0435895397822113,0.130784516334155,0.51967252205707,0,0
0.559583972954792,0.047053141763113,0.218862652431137,0.174500232850958,0,0
0.49663898078412,0.300737899157692,0.0720595481100866,0.078200886886746,0.0355927829004481,0.0167699021609066
0.114921763664368,0.533324216557025,0.212713584476529,0.0954238581237674,0,0.0436165771783097
0.482732760883423,0.173197345232292,0.344069893884285,0,0,0
0.265647189172317,0.167671052594578,0.471444600359385,0.0875938887592202,0.0076432691145,0
0.328990762518541,0.598933716002947,0.0456372124749436,0.0179633782605478,0,0.00847493074302041
0.630119323493834,0.19940271789941,0.142040595686985,0.0142186814598851,0.0142186814598851,0
0.0222849105381853,0.753349415767596,0.136770102388006,0.0772467605943691,0,0.0103488107118442
0.317228451172497,0.496388780815619,0.128702295476249,0.0576804725356347,0,0
0.0845937155137364,0.58324621014114,0.28528779694488,0.0468722774002439,0,0
0.687923189911511,0.00486204584653336,0.157919249095404,0.134709377606952,0,0.0145861375396001
0.266239978885553,0.371086404275676,0,0.0871630761109828,0.181485269374155,0.094025271353634
0.716917779018927,0.176091504261584,0.0703533198716402,0.0184575014789135,0.0181798953689352,0
0.337415984651267,0.608828969502028,0.048314520955503,0.00544052489120182,0,0
0.129778266261987,0.64854345436762,0.206361610518992,0,0.0153166688514011,0
0.324300764151643,0.119845155956885,0.326725170370841,0.20359977955126,0.0179777007620319,0.0075514292073384
0.223304047840476,0.373938162755296,0.224015835987385,0.166766247733448,0.0119757056833946,0
0.0241240177176278,0.46757776298628,0.257411557331797,0.184726564662103,0.0661600973021917,0
0.130210645090563,0.172516136622513,0.378968646555827,0.195912233886105,0.108862709027418,0.0135296288175746
