"V1","V2","V3","V4","V5","V6"
0.0198450730193628,0.120089282608242,0.328146633595169,0.184445858177542,0.143075466676871,0.204397685922813
0.0323298403596766,0.136894688918634,0.161350053606483,0.311149602482275,0.18977895787251,0.168496856760422
0.0856282067442106,0.312653815237808,0.0932840986814508,0.120837044185138,0.216883876340298,0.170712958811095
0.00317032415049953,0.723715673752779,0.0976153575617447,0.046864929719433,0.0445141108031656,0.0841196040123784
0.21998824611537,0.235978727490372,0.416120727123605,0.0380109654791008,0.0237893426632801,0.0661119911282718
0.163612406817268,0.634234119761866,0.112641459168305,0.0480981192877777,0.0156262429480633,0.0257876520167191
0.166619124753376,0.492719295564679,0.262450038542908,0.0472566618105998,0.0205788567528194,0.0103760225756171
0.0450793874260714,0.441311919688,0.299063649371412,0.188573733720129,0.0185713376804983,0.00739997211388904
0.0314468716458905,0.676331069915105,0.175683303173353,0.090609937756616,0.0217581478241482,0.00417066968488685
0.00781570944502191,0.688142693160628,0.223391159060268,0.0560099421283213,0.0183577383266382,0.00628275787912291
0.00217754976400575,0.355656392366099,0.589322717012108,0.0400613995485327,0.0115651138928791,0.00121682741637595
0.00932379281889336,0.110033853822457,0.218891218844778,0.53074053301611,0.0806514032724965,0.0503591982252643
0.0734473880031872,0.443815563326024,0.111606643091856,0.132178628578202,0.196383768940516,0.0425680080602145
0.00387138126268561,0.688603069472635,0.217932557062992,0.0563059502189937,0.0295353060570452,0.00375173592564897
0,0.0906323934557914,0.734679661367958,0.174687945176251,0,0
0.197464747211713,0.292743084557559,0.102191323146465,0.142558836535155,0.24138947575296,0.023652532796148
0.0134577436335849,0.932524490716072,0.0446137991205008,0.00940396652984266,0,0
0.00491306011303133,0.0266775295586331,0.843523290806349,0.121401328537877,0.00348479098410915,0
0.0301033883579496,0.0733666377063423,0.309696785403997,0.512925282363162,0.066496090356212,0.0074118158123371
0.00879785772698847,0.0226467334078069,0.255113821616219,0.713441587248986,0,0
0.0181994710234691,0.283464461481804,0.12538752552814,0.493836419029763,0.0791121229368241,0
0,0.721072001509861,0.0439935830895536,0,0.183448145701614,0.0514862696989714
0.0110037013209455,0.815832128802627,0.0476576403452338,0.064351182668126,0.0130507072614403,0.0481046396016276
0,0.169949705549785,0.55721441399035,0.242165475392558,0.0306704050673066,0
0.0212567439521977,0.357552743023998,0.462064664591109,0.132014677160482,0.0271111712722139,0
0.0184075161860873,0.817894753922794,0.104595388384961,0.0436837749687637,0.00984633358755091,0.00557223294984341
0.0115811934080793,0.212420229083704,0.630265466667188,0.113955660462154,0.0242937367374135,0.00748371364146173
0.00668352300181615,0.403183681290301,0.516162087408568,0.0684847626505823,0.00548594564873286,0
0,0.0440600919806292,0.736537934395273,0.152540888739987,0.0522797185758231,0.0145813663082874
0.0280158048445284,0.683830956880261,0.135028345645078,0.114725992097578,0.0383989005325545,0
0.0688253714438004,0.167472849623559,0.452381904190819,0.239083216736625,0.0722366580051969,0
0.0271103264609952,0.22657769532302,0.486958516612306,0.137057761552809,0.0902879599429466,0.0320077401079226
0.214710999589078,0.300086555863504,0.14120845974278,0.0984026508826075,0.222562228420049,0.0230291055019803
0.0251600617755986,0.793738473303045,0.112272652302341,0.05303105273417,0,0.0157977598848455
0,0.396358203303465,0.543565322258671,0.0600764744378635,0,0
0,0.039318529318482,0.541914991313568,0.37979351381545,0.0389729655524997,0
0.0397790258272751,0.237660540063818,0.220557702554555,0.33698561340544,0.15329777004722,0.0117193481016922
0.0286066423125057,0.317116923187314,0.357210541088677,0.128131588444225,0.157782884976184,0.0111514199910941
0.0778739055022674,0.22894593860364,0.261031178818465,0.274737216057509,0.0741123858483272,0.0832993751697908
