"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000816499623705367,0.122381765837226,0.208810072750296,0.594800563844656,0.0731910979441173,0
0.103467957491199,0.317804416281196,0.145603938536869,0.386382707938401,0.0467409797523356,0
0.021195772887715,0.672105768793336,0.0587162113342057,0.129991864762379,0.079419588260638,0.0385707939617269
0.010426115908472,0.589056337110524,0.282791479352415,0.071480956175565,0.0278912382871166,0.0183538731659074
0,0.117382218077136,0.779265650987361,0.0781138425103257,0.0150016542089513,0.0102366342162268
0.00881968444046168,0.154670024071404,0.606437882366154,0.194290617535695,0.0357817915862856,0
0.0114822263104722,0.722221768979429,0.154642588596502,0.0991554727027729,0.010732336108539,0.0017656073022853
0.00227259195571069,0.205420313460263,0.720093265074843,0.0482865241957376,0.0198796293212801,0.00404767599216501
0.00309236323490222,0.544348724033349,0.326283580574344,0.113982811568088,0.00732047003286677,0.0049720505564509
0.00248990281988171,0.0794166584373795,0.757494396321229,0.135209983460685,0.0177541436790069,0.00763491528181737
0.00163110475327657,0.359895918188607,0.346913944156322,0.275447635604418,0.0134697986640386,0.00264159863333763
0.0791123386859754,0.166393913484917,0.611338405429236,0.126810190504181,0.0101697972052262,0.0061753546904641
0.0239717494792722,0.456373475604692,0.15144458360048,0.27959178927716,0.0626766903305749,0.0259417117078211
0.131427730549149,0.251085561548927,0.220436540484209,0.188021672633235,0.183199366996999,0.0258291277874808
0.0294154382733077,0.751701262154198,0.194432243712611,0.0146128592688006,0.00376834894698147,0.00606984764410117
0.00220142804353268,0.430964942604093,0.483361981619006,0.0770247106364211,0.00644693709694723,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
